race_id,venue,race_date,race_name,distance,grade,single_dog_name,issue_type
war_2025-07-25_460_Maiden,WAR,2025-07-25,,460,Maiden,"DEVIL'S SYMPATHY","Single dog race - incomplete data"
ap_k_2025-07-24_342_4_5,AP_K,2025-07-24,,342,4/5,"Fantastic Ada","Single dog race - incomplete data"
ap_k_2025-07-24_342_5,AP_K,2025-07-24,,342,5,"Terrific Izzy","Single dog race - incomplete data"
ap_k_2025-07-24_530_5,AP_K,2025-07-24,,530,5,"ISABELLA'S BLITZ","Single dog race - incomplete data"
ap_k_2025-07-24_530_TG1-6W,AP_K,2025-07-24,,530,TG1-6W,"PAW ELECTRA","Single dog race - incomplete data"
caso_2025-07-24_411_NG1-4,CASO,2025-07-24,,411,NG1-4,"Nitro Slim","Single dog race - incomplete data"
mand_2025-07-24_300_3_4,MAND,2025-07-24,,300,3/4,"Doreen Keeping","Single dog race - incomplete data"
mand_2025-07-24_300_5,MAND,2025-07-24,,300,5,"Predator Gundi","Single dog race - incomplete data"
mand_2025-07-24_300_FFA,MAND,2025-07-24,,300,FFA,Simplicity,"Single dog race - incomplete data"
mand_2025-07-24_488_5_6,MAND,2025-07-24,,488,5/6,"Concord Gundi","Single dog race - incomplete data"
mt_g_2025-07-24_400_TG1-4W,MT_G,2025-07-24,,400,TG1-4W,"MIKAELA'S JOY","Single dog race - incomplete data"
qot_2025-07-24_457_M5,QOT,2025-07-24,,457,M5,"On Any Day","Single dog race - incomplete data"
qot_2025-07-24_642_5_6,QOT,2025-07-24,,642,5/6,"Crystal Echoes","Single dog race - incomplete data"
rics_2025-07-24_324_M,RICS,2025-07-24,,324,M,"Jungle Gym","Single dog race - incomplete data"
rics_2025-07-24_324_M1_M2_M3,RICS,2025-07-24,,324,M1/M2/M3,"Zipping Orlando","Single dog race - incomplete data"
san_2025-07-24_515_Free_For_All,SAN,2025-07-24,,515,"Free For All",VERSNELLEN,"Single dog race - incomplete data"
san_2025-07-24_515_Mixed_4_5,SAN,2025-07-24,,515,"Mixed 4/5",MAIA,"Single dog race - incomplete data"
san_2025-07-24_595_Free_For_All,SAN,2025-07-24,,595,"Free For All","ETHANOL VOLUME","Single dog race - incomplete data"
san_2025-07-24_715_Mixed_4_5,SAN,2025-07-24,,715,"Mixed 4/5",LIVEABLE,"Single dog race - incomplete data"
war_2025-07-24_390_Mixed_4_5,WAR,2025-07-24,,390,"Mixed 4/5","PAW KARSON","Single dog race - incomplete data"
war_2025-07-24_460_Grade_5,WAR,2025-07-24,,460,"Grade 5","FULL BARREL","Single dog race - incomplete data"
cann_2025-07-23_11,CANN,2025-07-23,"",275m,5,"1. RAPIDO MYSTIQUE","Single dog race - incomplete data"
cann_2025-07-23_2,CANN,2025-07-23,"",300m,6,"1. Dutch Rambo","Single dog race - incomplete data"
cann_2025-07-23_4,CANN,2025-07-23,"",520m,M,"1. Toby Keeping","Single dog race - incomplete data"
cann_2025-07-23_7,CANN,2025-07-23,"",520m,NOV,"1. Speed Lee","Single dog race - incomplete data"
cann_2025-07-23_8,CANN,2025-07-23,"",400m,NOV,"SERGEANT POPE","Single dog race - incomplete data"
darw_2025-07-23_312_2_3,DARW,2025-07-23,,312,2/3,"Nora's Boy","Single dog race - incomplete data"
gunn_2025-07-23_340_NG1-4,GUNN,2025-07-23,,340,NG1-4,"CHANCY NANCY","Single dog race - incomplete data"
rich_2025-07-23_320_4_5,RICH,2025-07-23,,320,4/5,"SCOTT WEDNESDAY","Single dog race - incomplete data"
rock_2025-07-23_510_OPEN,ROCK,2025-07-23,,510,OPEN,"PLAY DIRTY","Single dog race - incomplete data"
bul_2025-07-22_400_M2_M3,BUL,2025-07-22,,400,M2/M3,Catastrophize,"Single dog race - incomplete data"
bul_2025-07-22_472_4_5,BUL,2025-07-22,,472,4/5,"Cumbria George","Single dog race - incomplete data"
caso_2025-07-22_484_5,CASO,2025-07-22,,484,5,"Kooringa Millie","Single dog race - incomplete data"
gosf_2025-07-22_515_M,GOSF,2025-07-22,,515,M,"Naughty Evie","Single dog race - incomplete data"
mand_2025-07-22_2,MAND,2025-07-22,"",400m,M,"6. West On Batgirl","Single dog race - incomplete data"
ap_k_2025-07-21_730_4_5_6,AP_K,2025-07-21,,730,4/5/6,"Princess Cordite","Single dog race - incomplete data"
gunn_2025-07-21_340_M2_M3,GUNN,2025-07-21,,340,M2/M3,Roustabout,"Single dog race - incomplete data"
gunn_2025-07-21_340_NG1-4,GUNN,2025-07-21,,340,NG1-4,"Blue Symbol","Single dog race - incomplete data"
mait_2025-07-21_450_5,MAIT,2025-07-21,,450,5,"Hear Me Roar","Single dog race - incomplete data"
mait_2025-07-21_450_M,MAIT,2025-07-21,,450,M,"Simplicity Magic","Single dog race - incomplete data"
dapt_2025-07-17_297_M2_M3,DAPT,2025-07-17,,297,M2/M3,"Slingshot Layla","Single dog race - incomplete data"
mount_2025-07-17_2,MOUNT,2025-07-17,"",305m,M,"Sweet Babysitter","Single dog race - incomplete data"
qot_2025-07-17_457_3_4,QOT,2025-07-17,,457,3/4,Affluent,"Single dog race - incomplete data"
gunn_2025-07-16_340_M1_M2_M3,GUNN,2025-07-16,,340,M1/M2/M3,"Radley Erskin","Single dog race - incomplete data"
gosf_2025-07-15_388_3_4,GOSF,2025-07-15,,388,3/4,"Great North","Single dog race - incomplete data"
gunn_2025-07-09_340_FFA,GUNN,2025-07-09,,340,FFA,"Zipping Beretta","Single dog race - incomplete data"
ap_k_2025-07-07_1,AP_K,2025-07-07,"",342m,M,"1. Adhana Phillip","Single dog race - incomplete data"
mait_2025-07-07_400_4_5,MAIT,2025-07-07,,400,4/5,"Miss Louella","Single dog race - incomplete data"
gunn_2025-07-02_340_M1_M2_M3,GUNN,2025-07-02,,340,M1/M2/M3,"Radley Erskin","Single dog race - incomplete data"
bul_2025-07-01_10,BUL,2025-07-01,"",365m,5,"Secret Getaway","Single dog race - incomplete data"
gee_2025-07-01_12,GEE,2025-07-01,"",300m,"Grade 5","1. ROCKET SUSIE","Single dog race - incomplete data"
mait_2025-06-30_400_M,MAIT,2025-06-30,,400,M,"Red Hot Rangoon","Single dog race - incomplete data"
hor_2025-06-28_1,HOR,2025-06-28,"",390m,Maiden,"1. REDEMPTION LASS","Single dog race - incomplete data"
hor_2025-06-28_12,HOR,2025-06-28,"",390m,"Grade 5","1. Pyrenees Blazer","Single dog race - incomplete data"
hor_2025-06-28_2,HOR,2025-06-28,"",410m,Maiden,"SOLAR KELLY","Single dog race - incomplete data"
hor_2025-06-28_4,HOR,2025-06-28,"",512m,TG1-4W,"1. Jacaranda","Single dog race - incomplete data"
hor_2025-06-28_5,HOR,2025-06-28,"",460m,"Grade 5 T3","1. JAMS NIMBLE","Single dog race - incomplete data"
hor_2025-06-28_6,HOR,2025-06-28,"",525m,"Grade 5 T3","GUNAI DAISY","Single dog race - incomplete data"
hor_2025-06-28_9,HOR,2025-06-28,"",425m,"Grade 5","1. READINESS","Single dog race - incomplete data"
gunn_2025-06-25_340_M1_M2_M3,GUNN,2025-06-25,,340,M1/M2/M3,"Whizbang Jack","Single dog race - incomplete data"
gunn_2025-06-25_340_NG1-4,GUNN,2025-06-25,,340,NG1-4,"Hayman Beach","Single dog race - incomplete data"
gunn_2025-06-23_340_M,GUNN,2025-06-23,,340,M,"Hip Hop Ethics","Single dog race - incomplete data"
gunn_2025-06-23_340_M2_M3,GUNN,2025-06-23,,340,M2/M3,"Rupurt Keen","Single dog race - incomplete data"
gunn_2025-06-23_340_NG1-4,GUNN,2025-06-23,,340,NG1-4,"Liar Guy","Single dog race - incomplete data"
mait_2025-06-16_400_NG1-4,MAIT,2025-06-16,,400,NG1-4,"YOGEN BALE","Single dog race - incomplete data"
bkhl_2025-06-15_375_M2_M3,BKHL,2025-06-15,,375,M2/M3,"Gracious Gift","Single dog race - incomplete data"
gunn_2025-06-11_340_M2_M3,GUNN,2025-06-11,,340,M2/M3,"Karinya Mick","Single dog race - incomplete data"
darw_2025-06-08_312_5_M,DARW,2025-06-08,,312,5/M,"Mojo Max","Single dog race - incomplete data"
gunn_2025-06-08_340_NG1-4,GUNN,2025-06-08,,340,NG1-4,"Armatree Ace","Single dog race - incomplete data"
gosf_2025-06-07_388_M3,GOSF,2025-06-07,,388,M3,Petrichor,"Single dog race - incomplete data"
ap_k_2025-06-05_530_M,AP_K,2025-06-05,,530,M,"Optimistic Reign","Single dog race - incomplete data"
gosf_2025-06-03_603_MX,GOSF,2025-06-03,,603,MX,"Marty's Pick","Single dog race - incomplete data"
ap_k_2025-06-02_342_M,AP_K,2025-06-02,,342,M,Coolidge,"Single dog race - incomplete data"
ppk_2025-05-31_320_4_5,PPK,2025-05-31,,320,4/5,"Black Jaffa","Single dog race - incomplete data"
caso_2025-05-30_411_M,CASO,2025-05-30,,411,M,"Knits And Purls","Single dog race - incomplete data"
gosf_2025-05-29_388_M,GOSF,2025-05-29,,388,M,"Call Me Frankie","Single dog race - incomplete data"
darw_2025-05-28_312_5_M,DARW,2025-05-28,,312,5/M,"Enigma Bulldozer","Single dog race - incomplete data"
darw_2025-05-28_383_4_5,DARW,2025-05-28,,383,4/5,"Kelmar Soxy","Single dog race - incomplete data"
mbs_2025-05-27_350_6,MBS,2025-05-27,,350,6,"You Ain't It","Single dog race - incomplete data"
ap_k_2025-05-26_730_SE,AP_K,2025-05-26,,730,SE,Muster,"Single dog race - incomplete data"
mait_2025-05-26_450_5,MAIT,2025-05-26,,450,5,"Looking Pristine","Single dog race - incomplete data"
qtt_2025-05-26_520_6,QTT,2025-05-26,,520,6,"Maximus Malt","Single dog race - incomplete data"
darw_2025-05-25_312_5_M,DARW,2025-05-25,,312,5/M,"Enigma Zero","Single dog race - incomplete data"
darw_2025-05-25_383_3_4,DARW,2025-05-25,,383,3/4,"Lucy's Chance","Single dog race - incomplete data"
gawl_2025-05-25_400_4_5,GAWL,2025-05-25,,400,4/5,"Toora Terry","Single dog race - incomplete data"
mt_g_2025-05-25_400_4_5,MT_G,2025-05-25,,400,4/5,"Nangar Express","Single dog race - incomplete data"
mt_g_2025-05-25_600_5,MT_G,2025-05-25,,600,5,"STARLIGHT JEWEL","Single dog race - incomplete data"
dubo_2025-05-24_400_4_5,DUBO,2025-05-24,,400,4/5,"Miss Macie Lyn","Single dog race - incomplete data"
hea_2025-05-23_350_Tier_3_-_Restricted_Win,HEA,2025-05-23,,350,"Tier 3 - Restricted Win",VOLTAGE,"Single dog race - incomplete data"
mbr_2025-05-23_395_OPEN,MBR,2025-05-23,,395,OPEN,"Victa Tara","Single dog race - incomplete data"
mbr_2025-05-23_680_OPEN,MBR,2025-05-23,,680,OPEN,Muster,"Single dog race - incomplete data"
rich_2025-05-23_401_3_4,RICH,2025-05-23,,401,3/4,"Zipping Granger","Single dog race - incomplete data"
rich_2025-05-23_622_MX,RICH,2025-05-23,,622,MX,"Zipping Schultz","Single dog race - incomplete data"
san_2025-05-23_515_Mixed_4_5,SAN,2025-05-23,,515,"Mixed 4/5","URANA XAVIER","Single dog race - incomplete data"
waga_2025-05-23_320_FFA,WAGA,2025-05-23,,320,FFA,"Peppa's Daughter","Single dog race - incomplete data"
ap_k_2025-05-22_730_OPEN,AP_K,2025-05-22,,730,OPEN,"INFRA ROCK","Single dog race - incomplete data"
she_2025-05-22_390_Grade_5,SHE,2025-05-22,,390,"Grade 5","ZIPPING MUFASA","Single dog race - incomplete data"
war_2025-05-22_390_Mixed_6_7,WAR,2025-05-22,,390,"Mixed 6/7","Super Seafarer","Single dog race - incomplete data"
bal_2025-05-21_450_Grade_5_T3,BAL,2025-05-21,,450,"Grade 5 T3","PRETTY PANAMA","Single dog race - incomplete data"
gawl_2025-05-21_400_M,GAWL,2025-05-21,,400,M,"Our Baby Tiger","Single dog race - incomplete data"
gunn_2025-05-21_340_4_5,GUNN,2025-05-21,,340,4/5,"Valley Cash","Single dog race - incomplete data"
gunn_2025-05-21_340_FFA,GUNN,2025-05-21,,340,FFA,"Hayman Beach","Single dog race - incomplete data"
gunn_2025-05-21_431_5,GUNN,2025-05-21,,431,5,"His Fernando","Single dog race - incomplete data"
gunn_2025-05-21_527_5,GUNN,2025-05-21,,527,5,"Panda Unleashed","Single dog race - incomplete data"
rich_2025-05-21_320_M,RICH,2025-05-21,,320,M,Mccathery,"Single dog race - incomplete data"
bul_2025-05-20_472_4_5,BUL,2025-05-20,,472,4/5,"Promises Three","Single dog race - incomplete data"
gee_2025-05-20_400_Maiden,GEE,2025-05-20,,400,Maiden,"JULEA RUSLIE","Single dog race - incomplete data"
gee_2025-05-20_460_Maiden,GEE,2025-05-20,,460,Maiden,"HE'S A MENSCH","Single dog race - incomplete data"
mand_2025-05-20_400_M4_M5,MAND,2025-05-20,,400,M4/M5,"Spider Venom","Single dog race - incomplete data"
nowr_2025-05-19_520_4_5,NOWR,2025-05-19,,520,4/5,"Banjo's Express","Single dog race - incomplete data"
san_2025-05-19_515_Mixed_4_5,SAN,2025-05-19,,515,"Mixed 4/5","MINH TEDDY","Single dog race - incomplete data"
she_2025-05-19_650_Restricted_Win,SHE,2025-05-19,,650,"Restricted Win",INSUBORDINATE,"Single dog race - incomplete data"
waga_2025-05-19_320_M3,WAGA,2025-05-19,,320,M3,"Sycamore Miss","Single dog race - incomplete data"
war_2025-05-19_450_Mixed_6_7,WAR,2025-05-19,,450,"Mixed 6/7","PRINCETOWN FLYER","Single dog race - incomplete data"
bkhl_2025-05-18_375_3_4,BKHL,2025-05-18,,375,3/4,"Far West Lad","Single dog race - incomplete data"
bkhl_2025-05-18_375_NG1-4,BKHL,2025-05-18,,375,NG1-4,Fireworks,"Single dog race - incomplete data"
darw_2025-05-18_537_5,DARW,2025-05-18,,537,5,"Enigma Bulldozer","Single dog race - incomplete data"
gawl_2025-05-18_400_3_4,GAWL,2025-05-18,,400,3/4,"Sand Dragon","Single dog race - incomplete data"
graf_2025-05-18_450_NG1-4,GRAF,2025-05-18,,450,NG1-4,"Sandave Ablaze","Single dog race - incomplete data"
mt_g_2025-05-18_305_I,MT_G,2025-05-18,,305,I,"Unique Destiny","Single dog race - incomplete data"
rich_2025-05-18_520_4_5,RICH,2025-05-18,,520,4/5,"Zipping Kimble","Single dog race - incomplete data"
rock_2025-05-18_407_P5,ROCK,2025-05-18,,407,P5,"Jester Beach","Single dog race - incomplete data"
cann_2025-05-17_520_FFA,CANN,2025-05-17,,520,FFA,"Spooky Hook","Single dog race - incomplete data"
dubo_2025-05-17_400_4_5,DUBO,2025-05-17,,400,4/5,"Westside Bliss","Single dog race - incomplete data"
grdn_2025-05-17_515_4_5,GRDN,2025-05-17,,515,4/5,"Melissa's Lady","Single dog race - incomplete data"
mea_2025-05-17_525_Free_For_All,MEA,2025-05-17,,525,"Free For All","ZIPPING HOPKINS","Single dog race - incomplete data"
bal_2025-05-16_545_Restricted_Win,BAL,2025-05-16,,545,"Restricted Win","ASTON PRATT","Single dog race - incomplete data"
ben_2025-05-16_425_Mixed_4_5,BEN,2025-05-16,,425,"Mixed 4/5","MYRNIONG STORM","Single dog race - incomplete data"
ben_2025-05-16_500_Mixed_6_7,BEN,2025-05-16,,500,"Mixed 6/7","All Gold","Single dog race - incomplete data"
goul_2025-05-16_350_FFA,GOUL,2025-05-16,,350,FFA,"Shrewd Ethics","Single dog race - incomplete data"
grdn_2025-05-16_400_FFA,GRDN,2025-05-16,,400,FFA,"Big Rush","Single dog race - incomplete data"
grdn_2025-05-16_515_5,GRDN,2025-05-16,,515,5,"Canya Not","Single dog race - incomplete data"
hea_2025-05-16_350_Tier_3_-_Maiden,HEA,2025-05-16,,350,"Tier 3 - Maiden","REBEL SAL","Single dog race - incomplete data"
mand_2025-05-16_400_4_5,MAND,2025-05-16,,400,4/5,"Lil Bit Warped","Single dog race - incomplete data"
mand_2025-05-16_652_5,MAND,2025-05-16,,652,5,"Pepper Grinder","Single dog race - incomplete data"
mbr_2025-05-16_455_5,MBR,2025-05-16,,455,5,"Wild Milly","Single dog race - incomplete data"
qot_2025-05-16_390_P5,QOT,2025-05-16,,390,P5,"Wild Taurean","Single dog race - incomplete data"
rich_2025-05-16_320_M,RICH,2025-05-16,,320,M,"All On Pop","Single dog race - incomplete data"
waga_2025-05-16_400_M,WAGA,2025-05-16,,400,M,"Even Bigger Deal","Single dog race - incomplete data"
war_2025-05-16_460_Grade_7,WAR,2025-05-16,,460,"Grade 7","WOODSIDE VIXEN","Single dog race - incomplete data"
ap_k_2025-05-15_530_I,AP_K,2025-05-15,,530,I,Immense,"Single dog race - incomplete data"
ap_k_2025-05-15_595_4_5,AP_K,2025-05-15,,595,4/5,"BOMB ROBERTA","Single dog race - incomplete data"
ap_k_2025-05-15_730_SE,AP_K,2025-05-15,,730,SE,"INFRA ROCK","Single dog race - incomplete data"
caso_2025-05-15_300_M1_M2_M3,CASO,2025-05-15,,300,M1/M2/M3,"Tiny Zambora","Single dog race - incomplete data"
caso_2025-05-15_411_3_4,CASO,2025-05-15,,411,3/4,"Brick And Stick","Single dog race - incomplete data"
caso_2025-05-15_411_M,CASO,2025-05-15,,411,M,"Knits And Purls","Single dog race - incomplete data"
dapt_2025-05-15_297_4_5,DAPT,2025-05-15,,297,4/5,"All Joy","Single dog race - incomplete data"
hobt_2025-05-15_461_5,HOBT,2025-05-15,,461,5,Thirsk,"Single dog race - incomplete data"
mand_2025-05-15_300_M,MAND,2025-05-15,,300,M,"Tricep King","Single dog race - incomplete data"
mand_2025-05-15_400_6,MAND,2025-05-15,,400,6,"Sweetie Pie","Single dog race - incomplete data"
san_2025-05-15_595_Mixed_4_5,SAN,2025-05-15,,595,"Mixed 4/5","REALITY BEST","Single dog race - incomplete data"
she_2025-05-15_390_Tier_3_-_Restricted_Win,SHE,2025-05-15,,390,"Tier 3 - Restricted Win","IT'S LATE","Single dog race - incomplete data"
war_2025-05-15_390_S_E_Veteran,WAR,2025-05-15,,390,"S/E Veteran","Gallon Of Yap","Single dog race - incomplete data"
war_2025-05-15_650_Restricted_Win_Final,WAR,2025-05-15,,650,"Restricted Win Final","NEW HEIGHTS","Single dog race - incomplete data"
w_pk_2025-05-15_520_M3,W_PK,2025-05-15,,520,M3,"Speedy Flash Two","Single dog race - incomplete data"
w_pk_2025-05-15_720_4_5,W_PK,2025-05-15,,720,4/5,"PAW DIMETRA","Single dog race - incomplete data"
bal_2025-05-14_390_Mixed_6_7,BAL,2025-05-14,,390,"Mixed 6/7","CHEESY EASY","Single dog race - incomplete data"
cann_2025-05-14_275_6,CANN,2025-05-14,,275,6,"Hoot's Me Mum","Single dog race - incomplete data"
cann_2025-05-14_381_6,CANN,2025-05-14,,381,6,"Midnight Crave","Single dog race - incomplete data"
cann_2025-05-14_520_NOV,CANN,2025-05-14,,520,NOV,"OSPREY CHRONOS","Single dog race - incomplete data"
capa_2025-05-14_366_M5,CAPA,2025-05-14,,366,M5,"Mystic Mirage","Single dog race - incomplete data"
capa_2025-05-14_366_P5,CAPA,2025-05-14,,366,P5,"Solar Rose","Single dog race - incomplete data"
darw_2025-05-14_312_3_4,DARW,2025-05-14,,312,3/4,"Holloway's Flyer","Single dog race - incomplete data"
darw_2025-05-14_312_5_M,DARW,2025-05-14,,312,5/M,"Enigma Zero","Single dog race - incomplete data"
darw_2025-05-14_383_5,DARW,2025-05-14,,383,5,"Cuff Model","Single dog race - incomplete data"
gawl_2025-05-14_400_OPEN,GAWL,2025-05-14,,400,OPEN,"Prime Of Life","Single dog race - incomplete data"
gawl_2025-05-14_643_5_6,GAWL,2025-05-14,,643,5/6,"CAPTURE MY SOUL","Single dog race - incomplete data"
gunn_2025-05-14_340_4_5,GUNN,2025-05-14,,340,4/5,"Halo Grace","Single dog race - incomplete data"
gunn_2025-05-14_340_M1_M2_M3,GUNN,2025-05-14,,340,M1/M2/M3,"Django Riggs","Single dog race - incomplete data"
gunn_2025-05-14_431_5,GUNN,2025-05-14,,431,5,"Drink Mickeys","Single dog race - incomplete data"
gunn_2025-05-14_527_MX,GUNN,2025-05-14,,527,MX,"Dawn's Sister","Single dog race - incomplete data"
mea_2025-05-14_525_Free_For_All,MEA,2025-05-14,,525,"Free For All","GOLD SCOTCH","Single dog race - incomplete data"
mea_2025-05-14_525_Maiden_Heat,MEA,2025-05-14,,525,"Maiden Heat","CLEO'S STAR","Single dog race - incomplete data"
rich_2025-05-14_401_4_5,RICH,2025-05-14,,401,4/5,"Swan's Spirit","Single dog race - incomplete data"
rich_2025-05-14_401_M,RICH,2025-05-14,,401,M,"Missile Boy","Single dog race - incomplete data"
rich_2025-05-14_520_4_5,RICH,2025-05-14,,520,4/5,"Grand Artist","Single dog race - incomplete data"
rock_2025-05-14_407_M,ROCK,2025-05-14,,407,M,"She's Full On","Single dog race - incomplete data"
rock_2025-05-14_510_4_5,ROCK,2025-05-14,,510,4/5,"Venice Bale","Single dog race - incomplete data"
rock_2025-05-14_510_OPEN,ROCK,2025-05-14,,510,OPEN,"Lissy's Gem","Single dog race - incomplete data"
tema_2025-05-14_457_4_5,TEMA,2025-05-14,,457,4/5,"Corleone Flight","Single dog race - incomplete data"
tema_2025-05-14_570_5,TEMA,2025-05-14,,570,5,"Zipping Kerr","Single dog race - incomplete data"
bul_2025-05-13_340_FFA,BUL,2025-05-13,,340,FFA,"Lady Luella","Single dog race - incomplete data"
bul_2025-05-13_472_MX,BUL,2025-05-13,,472,MX,"Fantastic Storm","Single dog race - incomplete data"
gee_2025-05-13_400_Grade_6,GEE,2025-05-13,,400,"Grade 6","WHERE'S NASSIF","Single dog race - incomplete data"
gee_2025-05-13_400_Maiden,GEE,2025-05-13,,400,Maiden,"HE'S A MENSCH","Single dog race - incomplete data"
gosf_2025-05-13_388_M,GOSF,2025-05-13,,388,M,"Fresh French Fry","Single dog race - incomplete data"
hor_2025-05-13_410_Maiden,HOR,2025-05-13,,410,Maiden,"GUNAI KAYDEN","Single dog race - incomplete data"
hor_2025-05-13_410_Mixed_6_7_Final,HOR,2025-05-13,,410,"Mixed 6/7 Final","HAPPY AND NUMB","Single dog race - incomplete data"
mbs_2025-05-13_300_I,MBS,2025-05-13,,300,I,"Legendary Value","Single dog race - incomplete data"
tvle_2025-05-13_380_4,TVLE,2025-05-13,,380,4,"FUEL THE FIRE","Single dog race - incomplete data"
war_2025-05-13_460_Mixed_6_7,WAR,2025-05-13,,460,"Mixed 6/7",Moment,"Single dog race - incomplete data"
ap_k_2025-05-12_342_M,AP_K,2025-05-12,,342,M,"Fury's Rage","Single dog race - incomplete data"
dubo_2025-05-12_318_5,DUBO,2025-05-12,,318,5,"Cindy's Patch","Single dog race - incomplete data"
lctn_2025-05-12_515_3_4,LCTN,2025-05-12,,515,3/4,"Wynburn Sonny","Single dog race - incomplete data"
mait_2025-05-12_450_MX,MAIT,2025-05-12,,450,MX,Kipyegon,"Single dog race - incomplete data"
qtt_2025-05-12_600_R_W,QTT,2025-05-12,,600,R/W,"Cursorial Queen","Single dog race - incomplete data"
san_2025-05-12_515_Restricted_Win,SAN,2025-05-12,,515,"Restricted Win","ROXY STYLE","Single dog race - incomplete data"
war_2025-05-12_390_Grade_6,WAR,2025-05-12,,390,"Grade 6","PAW PASCAL","Single dog race - incomplete data"
war_2025-05-12_450_Grade_5,WAR,2025-05-12,,450,"Grade 5","Bella Supreme","Single dog race - incomplete data"
war_2025-05-12_450_Mixed_4_5,WAR,2025-05-12,,450,"Mixed 4/5","Lala Rapid","Single dog race - incomplete data"
bkhl_2025-05-11_525_5,BKHL,2025-05-11,,525,5,"ARCHER TWO","Single dog race - incomplete data"
darw_2025-05-11_312_1_2,DARW,2025-05-11,,312,1/2,"Whiskey Diva","Single dog race - incomplete data"
darw_2025-05-11_312_5,DARW,2025-05-11,,312,5,"War Admiral","Single dog race - incomplete data"
darw_2025-05-11_383_5,DARW,2025-05-11,,383,5,"Georgia Girl","Single dog race - incomplete data"
graf_2025-05-11_350_4_5,GRAF,2025-05-11,,350,4/5,"Bold Gambler","Single dog race - incomplete data"
hea_2025-05-11_350_Mixed_3_4,HEA,2025-05-11,,350,"Mixed 3/4","SIR CAPULET","Single dog race - incomplete data"
hea_2025-05-11_350_Mixed_6_7,HEA,2025-05-11,,350,"Mixed 6/7","BROOKLYN GIRL","Single dog race - incomplete data"
mbr_2025-05-11_455_5,MBR,2025-05-11,,455,5,"Wild Milly","Single dog race - incomplete data"
mbr_2025-05-11_455_6,MBR,2025-05-11,,455,6,"Long Gully Cait","Single dog race - incomplete data"
mbr_2025-05-11_530_5_6,MBR,2025-05-11,,530,5/6,Yumali,"Single dog race - incomplete data"
rich_2025-05-11_401_4_5,RICH,2025-05-11,,401,4/5,"Vonnie Lee","Single dog race - incomplete data"
rock_2025-05-11_407_4,ROCK,2025-05-11,,407,4,"Go Go Cambla","Single dog race - incomplete data"
rock_2025-05-11_407_6,ROCK,2025-05-11,,407,6,"Koolboo Kid","Single dog race - incomplete data"
rock_2025-05-11_407_P5,ROCK,2025-05-11,,407,P5,"Sorsogon Smile","Single dog race - incomplete data"
bal_2025-05-10_390_Grade_7,BAL,2025-05-10,,390,"Grade 7","CORNHILL HUSTLER","Single dog race - incomplete data"
bal_2025-05-10_450_Grade_6,BAL,2025-05-10,,450,"Grade 6","CORNHILL STORM","Single dog race - incomplete data"
bal_2025-05-10_450_Mixed_4_5,BAL,2025-05-10,,450,"Mixed 4/5","RAPIDFIRE JAYDA","Single dog race - incomplete data"
grdn_2025-05-10_515_5,GRDN,2025-05-10,,515,5,"Melissa's Lady","Single dog race - incomplete data"
grdn_2025-05-10_515_M,GRDN,2025-05-10,,515,M,"Indigo Pearl","Single dog race - incomplete data"
mea_2025-05-10_525_Free_For_All,MEA,2025-05-10,,525,"Free For All","Buddy Monelli","Single dog race - incomplete data"
mea_2025-05-10_525_Grade_4,MEA,2025-05-10,,525,"Grade 4","FERNANDO PHIL","Single dog race - incomplete data"
mea_2025-05-10_525_Mixed_6_7,MEA,2025-05-10,,525,"Mixed 6/7","JUST GOT PAID","Single dog race - incomplete data"
mea_2025-05-10_600_Mixed_4_5,MEA,2025-05-10,,600,"Mixed 4/5","Lure Of Kilkenny","Single dog race - incomplete data"
mea_2025-05-10_600_Restricted_Win_Final,MEA,2025-05-10,,600,"Restricted Win Final","NANCY DEVERE","Single dog race - incomplete data"
w_pk_2025-05-10_520_NG1-4,W_PK,2025-05-10,,520,NG1-4,"Trunkey Chief","Single dog race - incomplete data"
ben_2025-05-09_425_Free_For_All,BEN,2025-05-09,,425,"Free For All","LULU'S RIDE","Single dog race - incomplete data"
ben_2025-05-09_425_Grade_6,BEN,2025-05-09,,425,"Grade 6","WIZIN WOODHOUSE","Single dog race - incomplete data"
ben_2025-05-09_500_Mixed_4_5,BEN,2025-05-09,,500,"Mixed 4/5",Kade,"Single dog race - incomplete data"
gawl_2025-05-09_531_5,GAWL,2025-05-09,,531,5,"Multi Matt","Single dog race - incomplete data"
goul_2025-05-09_350_NG1-4,GOUL,2025-05-09,,350,NG1-4,"Resist The Urge","Single dog race - incomplete data"
goul_2025-05-09_440_4_5,GOUL,2025-05-09,,440,4/5,"Killer Forge","Single dog race - incomplete data"
hea_2025-05-09_300_Tier_3_-_Grade_6,HEA,2025-05-09,,300,"Tier 3 - Grade 6","NICK'S MATE","Single dog race - incomplete data"
hea_2025-05-09_350_Tier_3_-_Grade_7,HEA,2025-05-09,,350,"Tier 3 - Grade 7","DEWEY MAC","Single dog race - incomplete data"
hor_2025-05-09_485_Mixed_6_7,HOR,2025-05-09,,485,"Mixed 6/7","LUNA'S GIRL","Single dog race - incomplete data"
mand_2025-05-09_300_5_6,MAND,2025-05-09,,300,5/6,"Tempo Melody","Single dog race - incomplete data"
mand_2025-05-09_400_FFA,MAND,2025-05-09,,400,FFA,"BALA ACE","Single dog race - incomplete data"
